timestamp,returnAmount,amount,caller,returnAmountFiat,date
1648433825000,0.45793557994018513,199431,0x4b771e3421d4fbecc6eb67a26af77aca85ef2ac3,1524.4373789710833,3/27/2022, 10:17:05 PM
1647961116000,0.02681700335092506,11606.67144,0x04094af24cd5b200385306ace1658da5142544df,79.6407338582902,3/22/2022, 10:58:36 AM
1647937679000,0.03754379236361691,16249.340016,0xfa321054f3e58a90e2949bf14d5d32cbe5b96e72,111.49699079105277,3/22/2022, 4:27:59 AM
1647925994000,1.3862608361795847,600000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,4116.89661471966,3/22/2022, 1:13:14 AM
1647913040000,1.8483179093191462,799999.9999999999,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,5489.106772122612,3/21/2022, 9:37:20 PM
1647912438000,0.011551985766736932,5000,0xfcfa4369eaa965ac4e36f1dd9fd2852c6542b0f7,34.30691386148918,3/21/2022, 9:27:18 PM
1647873770000,2.310348565485286,1000000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,6692.1254641471105,3/21/2022, 10:42:50 AM
1647844206000,0.2351298874381897,101772.68228540315,0x7c3f14075f6477fea1af6cf59f325afdfcd3ddf7,681.0741593776077,3/21/2022, 2:30:06 AM
1647834099000,0.026974644925278648,11675.6004296,0xfcfa4369eaa965ac4e36f1dd9fd2852c6542b0f7,78.13440399754845,3/20/2022, 11:41:39 PM
1647727359000,0.4731474954473855,204802.47971292396,0x7c3f14075f6477fea1af6cf59f325afdfcd3ddf7,1394.4726752807467,3/19/2022, 6:02:39 PM
1647707929000,8.916341708608881,3859750.249276495,0x9e21a92ca45d634466d98a6a1a13f52c3e1b43fb,26278.475519276544,3/19/2022, 12:38:49 PM
1647705129000,2.310035996263894,1000000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,6808.198514628189,3/19/2022, 11:52:09 AM
1647602301000,1.6008115620288632,692996.8282032269,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,4715.58411182542,3/18/2022, 7:18:21 AM
1647565757000,2.6274395794787195,1137453.80112,0x6cab32c4882d9fc5bd7ecf8b681c5ca3bdf6e0fe,7739.769395510975,3/17/2022, 9:09:17 PM
1647513962000,0.010724138312545808,4642.668576,0x826dc4625ca67c6c3436b21f468ca3d66a13b010,30.2141988098594,3/17/2022, 6:46:02 AM
1647500933000,1.651258122887167,714873.0235771592,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,4652.256410469995,3/17/2022, 3:08:53 AM
1647481628000,0.700563047802277,303294,0xbce7b0a0fb13699cd54d7d81a36a5211eb019cf1,1973.7670839601656,3/16/2022, 9:47:08 PM
1647323450000,0.4481029027748798,194000,0xe58d3828c9ee9d6df2379a275b28aac0322a05a8,1174.192648596188,3/15/2022, 1:50:50 AM
1647296172000,0.5081407547020201,220000,0xbd9d1d31a6a451f7a8ec61fc5fd491fd59d5f489,1316.8681285349921,3/14/2022, 6:16:12 PM
1647279336000,0.6576998190463579,284753.3637965271,0x7c3f14075f6477fea1af6cf59f325afdfcd3ddf7,1704.456731389857,3/14/2022, 1:35:36 PM
1647257711000,0.1016274787275883,44000,0xb781aebdd133e14ce6e8bd4076ccad06035dfe56,263.37188363922604,3/14/2022, 7:35:11 AM
1647230550000,2.9368329480137456,1271545.4209602645,0xc0d02d63a607c089e8a4534f22efae1d6235f9da,7610.926052051597,3/14/2022, 12:02:30 AM
1647222968000,0.06928964851880666,30000,0x6b829b77993c8fea4296f5085341162bb7138c9a,179.56703713976984,3/13/2022, 9:56:08 PM
1647190319000,0.39367392216748665,170517.36686382713,0xaa2363a2416b2edb9ba43acd15dcca193d35eaeb,991.4649563484361,3/13/2022, 12:51:59 PM
1647183719000,1.3852049651305098,600000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,3488.6287939145204,3/13/2022, 11:01:59 AM
1647178243000,1.0619801010627483,460000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,2674.5892863462964,3/13/2022, 9:30:43 AM
1647177361000,1.0619702811345255,460000,0x84d7eb1ed1ba424b67f6f3fe3cd7a38386a28342,2674.564554927326,3/13/2022, 9:16:01 AM
1647163795000,0.45002199533524045,194931,0x849a2bda720e3657274d9448d9043b0987773a44,1133.377175466209,3/13/2022, 5:29:55 AM
1647163557000,0.6411898969372355,277738.6143998222,0x7c3f14075f6477fea1af6cf59f325afdfcd3ddf7,1614.8321678962307,3/13/2022, 5:25:57 AM
1647129131000,0.5359028499819294,232133.4288,0x33d43c86b8e63e3541eddb3690b6f274bd2f61b8,1382.3389663244684,3/12/2022, 6:52:11 PM
1647097817000,0.06190437184611116,26617.761597840115,0x1684c382352fa8992e2d12264b08cbfd8e06b7b1,159.67973559312912,3/12/2022, 10:10:17 AM
1647097334000,0.8349443343385371,359013.570477,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,2153.703956056445,3/12/2022, 10:02:14 AM
1647093228000,0.8413019252997657,361749.86860468535,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,2170.1030957847647,3/12/2022, 8:53:48 AM
1647092911000,0.132695793501239,57057.68576,0x727b7565a8169699755e39b8b100eefe423aef90,342.283244118394,3/12/2022, 8:48:31 AM
1647090757000,1.7013579755096166,731575.3781759589,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,4388.581671646564,3/12/2022, 8:12:37 AM
1647089986000,0.6422597592571117,276170,0xdd691056347cee823c1be4ad271c21a2476fb91f,1656.6821612410065,3/12/2022, 7:59:46 AM
1647089560000,0.8005335062042335,344229.6723980268,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,2064.9426654696413,3/12/2022, 7:52:40 AM
1647089292000,0.45332578422419806,194931,0xbd9d1d31a6a451f7a8ec61fc5fd491fd59d5f489,1169.3348822344153,3/12/2022, 7:48:12 AM
1647088237000,0.40059161707980107,172255.7976137683,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,1033.3093057650506,3/12/2022, 7:30:37 AM
1647088237000,0.4109540950293837,176712.32625042598,0x6510438a7e273e71300892c6faf946ab3b04cbcb,1060.0388838179927,3/12/2022, 7:30:37 AM
1647086877000,0.8145761896127105,350274.3181534149,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,2101.1651794345335,3/12/2022, 7:07:57 AM
1647085123000,0.8004855216386336,344217.5954364516,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,2064.818891291517,3/12/2022, 6:38:43 AM
1647084200000,41.41416738943161,17814914.66461473,0xb4aef20183f6da0df05506965c46f16514bc434b,106826.11100542909,3/12/2022, 6:23:20 AM
1647079832000,0.4129201501047594,177624.31879485262,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,1065.110240577382,3/12/2022, 5:10:32 AM
1647079081000,0.1701828453957285,73207.025776,0x43640518b2a25d2df9aab2be23ecc7e2e1ffd726,438.97952511060686,3/12/2022, 4:58:01 AM
1647078184000,0.4117460948095193,177120.16312993824,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,1062.0818140943268,3/12/2022, 4:43:04 AM
1647075581000,0.8005122375405729,344357.4390392713,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,2064.8878038421267,3/12/2022, 3:59:41 AM
1647071971000,1.244947621892458,535546.5260337053,0xc0d02d63a607c089e8a4534f22efae1d6235f9da,3211.2902717963816,3/12/2022, 2:59:31 AM
1647060353000,0.7903689128102436,340000,0x3f5d2058971dfd0103e3bf5e423620b5a42db357,2038.7235223435498,3/11/2022, 11:45:53 PM
1647057536000,0.8204562490981783,352945.41643081146,0x06ac16ff8caa7c7a4d66f506a4c74d4da9e8569e,2116.3325467126547,3/11/2022, 10:58:56 PM
1647052198000,0.07867443379574822,33844.342880000004,0x2ede0ccebfb3bf307dafc57ff700183391620a69,202.9374083251183,3/11/2022, 9:29:58 PM
1647022377000,0.8340881031776295,358812.4380789201,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,2137.6279765230734,3/11/2022, 1:12:57 PM
1647022355000,1.6009416512500891,688711.0005150451,0x3443d0a6956e7e0a13cd1c54f6bef24b0d54f420,4102.945059947021,3/11/2022, 1:12:35 PM
1647020142000,0.4416624148959615,190000,0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,1131.906726236195,3/11/2022, 12:35:42 PM
1647019244000,0.030108198767484207,12952.334288,0xc88eb6c8a25e9cd671d04f93793a27621abfa998,77.16226590800021,3/11/2022, 12:20:44 PM
1647015282000,0.8449935907046845,363512.8991894117,0x6510438a7e273e71300892c6faf946ab3b04cbcb,2165.576912788493,3/11/2022, 11:14:42 AM
1647010916000,1.187427559822078,510831.82934932905,0xc0d02d63a607c089e8a4534f22efae1d6235f9da,3043.1777677922846,3/11/2022, 10:01:56 AM
1646852910000,2.417366781802066,1040000,0xa9a1b8c4ee2cf76e8b22c5dad3976d269e4050e5,6601.919780279311,3/9/2022, 2:08:30 PM
1646142142000,125.11081536613382,53899999.99999999,0x754f37225ce0e30639093af47c16ef057b544b4f,372489.4329040277,3/1/2022, 8:42:22 AM
1645347163000,0.07977033724256309,46426.68576,0x19eade6e4e5cf16fe0b15e47c39ab565fb8e734e,209.99472669574573,2/20/2022, 3:52:43 AM
1644907147000,0.386858944831966,225169.42593599999,0x84ec1383256f38a4a4f0fc2b4a15eafa255046d3,1229.9407232041988,2/15/2022, 1:39:07 AM
1644838776000,0.019940747198600377,11606.67144,0xc4effb48ea02f061d6ca9595b644cd1745a9935d,58.53896477743075,2/14/2022, 6:39:36 AM
1644550850000,8.641973988606617,5006835.619769207,0x76a7b3898d598f400d51f00956687b3575c65b45,25325.850680250052,2/10/2022, 10:40:50 PM
1644357159000,0.001810800361047713,1054.4036028624,0xc2b79f0070e7983d1cb6a978321e50b12046e104,5.663166052839555,2/8/2022, 4:52:39 PM
1644226305000,0.008937884645783257,5272.018014312,0xb40c1607546ad6344b18eca9cdfd8cad175c91b3,28.153919105492413,2/7/2022, 4:31:45 AM
1644135119000,0.19940643633655827,121256.414329176,0x651abaf1ee12d3f5c6c8c1280736d74eabe36c8c,610.7431914540825,2/6/2022, 3:11:59 AM
1643983756000,0.05640277719725665,34820.01432,0x1263996001a0338dde65da49ea020e6a29621c63,168.8191208161192,2/4/2022, 9:09:16 AM
1643977451000,0.018681822263592905,11606.67144,0xe34f24484e8f4aefae783314b704a9a056a153b0,55.91655174625257,2/4/2022, 7:24:11 AM
1643976196000,0.4419808669253897,274604,0xdc66f4759f4bf0184580e26a4de697c8fd972810,1322.8926850701178,2/4/2022, 7:03:16 AM
1643886224000,1.284225190997261,799999.9999999999,0xed35dfbd84f62d72689dd37dbd306df6c898b6b3,3425.358281231519,2/3/2022, 6:03:44 AM
1643264478000,12.981668967023886,8000000,0x1edef7093f7ab37be845e642ddedb06104ded5ed,31310.018163364603,1/27/2022, 1:21:18 AM
1643184629000,0.4284717369079754,264060.2974293028,0xca8ef265e8da7465c45bb37796fa6c05daa61436,1058.5096095466552,1/26/2022, 3:10:29 AM
1643184426000,0.4078036478491142,251330.80974866427,0xca8ef265e8da7465c45bb37796fa6c05daa61436,1007.4505337773954,1/26/2022, 3:07:06 AM
1643183859000,1.6556437055403215,1020509.6364141973,0xc0d02d63a607c089e8a4534f22efae1d6235f9da,4090.152561629188,1/26/2022, 2:57:39 AM
1643181670000,7.527740844771696,4642668.576,0xb68b790d117a1c24081a090ffa25f62ae379b532,18596.759916696803,1/26/2022, 2:21:10 AM
1643157729000,0.10052759587738544,62000.00000000001,0xed35dfbd84f62d72689dd37dbd306df6c898b6b3,248.34643010231775,1/25/2022, 7:42:09 PM
1643062718000,1.394332988805154,860106.6862654904,0xc0d02d63a607c089e8a4534f22efae1d6235f9da,3413.0922283512723,1/24/2022, 5:18:38 PM
1643062117000,0.36379290167026823,224415.1837944618,0xca8ef265e8da7465c45bb37796fa6c05daa61436,890.5037285850676,1/24/2022, 5:08:37 PM
1643061387000,0.2913234864138743,179714.56708872583,0xca8ef265e8da7465c45bb37796fa6c05daa61436,713.110810257347,1/24/2022, 4:56:27 PM
1643060693000,0.26276611190260607,162101.09368790503,0xca8ef265e8da7465c45bb37796fa6c05daa61436,643.2071690259577,1/24/2022, 4:44:53 PM
1642965121000,0.12417374154165353,76604.031504,0x4f8ee6e6ce4e3fd2dfdbdd011664fe257a67f47d,315.13268192033286,1/23/2022, 2:12:01 PM
1642505186000,0.2929718326331313,180881,0xbbcab6404e9f58e76eed6a0d09d6fbf3451a416f,927.6818054018545,1/18/2022, 6:26:26 AM
1642144415000,16.12945175755328,10000000,0xc4438399d8a212ea8a5ac27a52effe85355b715b,53420.51939701406,1/14/2022, 2:13:35 AM
1642079995000,0.18719557229876807,116066.7144,0x30d8d56bdd17101bf1bff58cdc0bedb110616d3a,609.65083978486,1/13/2022, 8:19:55 AM
1641902924000,4.199114647744393,2611110.999999998,0xc4438399d8a212ea8a5ac27a52effe85355b715b,13632.063417007605,1/11/2022, 7:08:44 AM
1641895823000,3.732011400719587,2321334.288,0x8c913aec7443fe2018639133398955e0e17fb0c1,12115.653025795078,1/11/2022, 5:10:23 AM
1641724726000,5.445832264279955,3388889,0xc4438399d8a212ea8a5ac27a52effe85355b715b,17192.314173543655,1/9/2022, 5:38:46 AM
1641724613000,5.443511247116219,3388889,0xc4438399d8a212ea8a5ac27a52effe85355b715b,17184.98679834283,1/9/2022, 5:36:53 AM
1641539832000,0.33902427535064417,211111,0xc4438399d8a212ea8a5ac27a52effe85355b715b,1085.4860853899413,1/7/2022, 2:17:12 AM
1641296974000,0.3727632700949171,232133.4288,0x614c3ce52760343fccb7d908eda39f114620a1e7,1414.6023642860305,1/4/2022, 6:49:34 AM
1641276969000,0.08283522806426133,51585.2064,0xdb6b0c7851811d67dc771133fdbe695f79533da2,314.3520804397902,1/4/2022, 1:16:09 AM
1640970993000,10.174477421008795,7369231.506127097,0xc4438399d8a212ea8a5ac27a52effe85355b715b,37507.21943140046,12/31/2021, 12:16:33 PM
1640743163000,0.000013802964548005,10,0x4f6ed4ca937ec94c9ee27148f0bfac145ffc966d,0.05030360014802401,12/28/2021, 8:59:23 PM
1640409253000,0.028831577832799684,20892.008592,0x317379256fddcb3ec5a5eb00b044fd9575038b7f,118.51427283183664,12/25/2021, 12:14:13 AM
1640396944000,9.171405533912013,6653203.7232,0xb42294161e0987a6a4b077c60fcdec358f3d48f3,37699.721603891056,12/24/2021, 8:49:04 PM
1640261847000,0.1252691334789335,90880.2373752,0xd3633562e22f785d38f2e70f4826ec1474e74f21,515.2983301055882,12/23/2021, 7:17:27 AM
1640184069000,0.12798530995029786,92853.37152,0xfff8e09803c7a365a45803d41388a871a01ecde2,510.9934543968051,12/22/2021, 9:41:09 AM
1640168609000,17.560571802575357,12767338.584,0x3cf08d6a9436a1798c18d24a70f5ad0bea31775e,70112.24374161253,12/22/2021, 5:23:29 AM
1640162490000,0.023626883795072898,17177.8737312,0xccc0a85779662a384b232655245564d12aa5688f,94.33256810304813,12/22/2021, 3:41:30 AM
1639953289000,0.6225334318315741,452660.18616,0x6ae9d3a856a5d8be485e3badccb7e31a30f03e02,2445.8353214848776,12/19/2021, 5:34:49 PM
1639854268000,0.00028814324909363,208.92008592,0x60c70950c88646e2dd631a7d31fcc4457a83f898,1.1428986881176963,12/18/2021, 2:04:28 PM
1639554374000,0.36805901521793016,266953.44312,0xac8c93fee9d95e4379367faa99c86e505d5c4ef0,1478.0228846805524,12/15/2021, 2:46:14 AM
1639550491000,0.012802020859649927,9285.337152,0x2c4ea364704c24156a76e207a949943b05cba88e,51.409363766070875,12/15/2021, 1:41:31 AM
1639263704000,0.06393790110967595,46426.68576,0x0e03381bedf8c6a55cc0c5be844e0d24a7e5f54f,260.8548035765556,12/11/2021, 6:01:44 PM
1639214799000,0.05303072047672551,38534.1491808,0x23d941e2d0153ae97c449bcf0571cb01a56aa7c6,216.35552517982185,12/11/2021, 4:26:39 AM
1639043209000,1.004031374360659,730000.0000000001,0xc4438399d8a212ea8a5ac27a52effe85355b715b,4170.076952144311,12/9/2021, 4:46:49 AM
1639038869000,0.015963600669245803,11606.67144,0xcda8d8ae8d09396628b8d042b9919a39470e64b6,66.3021544186775,12/9/2021, 3:34:29 AM
1638918186000,0.14366482981058695,104460.04295999999,0x9b82cffdc1b8a3c79de7ea0f2df7733f31a6a060,619.2768236457729,12/7/2021, 6:03:06 PM
1638900144000,0.015962661140431697,11606.67144,0x0592592eb6a3c0e955bafab0388f0032242d2293,68.80811470012185,12/7/2021, 1:02:24 PM
1638800549000,0.15961831675271837,116066.7144,0x8d88f384fb251c08805944f0c31e52a2277b530b,693.9590888438721,12/6/2021, 9:22:29 AM
1638792826000,0.07710370165499425,56066.714400000004,0x1415f4f436ee87cd1e839f281ba248794d33e921,335.2172584922232,12/6/2021, 7:13:46 AM
1638790771000,0.16502230805650647,120000,0x91953b70d0861309f7d3a429a1cf82c8353132be,717.4535659038372,12/6/2021, 6:39:31 AM
1638781877000,0.6064858653010875,441053.51472,0x10b17a2928fede80bf36816b2454e01cb120cc61,2636.7674277198034,12/6/2021, 4:11:17 AM
1638769025000,0.0638366748199983,46426.68576,0x7455e38bfc69dde3f106d974f1e44a43420deffd,277.53732525283084,12/6/2021, 12:37:05 AM
1638631323000,0.2843755073316418,206340.8256,0x390bb9ae7349bc57c436d74898f3e1d9f0564ca7,1166.4107310714642,12/4/2021, 10:22:03 AM
1638504310000,0.03189648923972468,23213.34288,0x3916403885d2183ec4f1ac96226b65f527454d36,135.24607481665612,12/2/2021, 11:05:10 PM
1638353434000,0.4682405645371711,340989.2269717883,0xd8a667312d5260f12a306ae7730c754d938da86c,2149.0418665623265,12/1/2021, 5:10:34 AM
1638244435000,0.003184455023598127,2321.334288,0x3fd24ca08cdf772e803183e4fcd5725481b65d3d,14.766705227754237,11/29/2021, 10:53:55 PM
1638105518000,0.011049415294522417,8124.670008,0x4cf81b02fb8a2e20e92a5ebf3c4f6026790ea0ad,47.403006640815875,11/28/2021, 8:18:38 AM
1638102486000,0.02523298952002606,18570.674304,0x100c3bf43808308034392efcecd3294db56ab2c9,108.2518430073301,11/28/2021, 7:28:06 AM
1638085778000,0.031101432028220913,23000.000000000004,0x1be3c4ae102fab4c087c7b5e71e31113dcb95bf4,133.42800045749954,11/28/2021, 2:49:38 AM
1638075489000,0.03136506429422447,23213.34288,0x4586e1ba72417532289eac21c90585bcbe0290d1,134.55900709658343,11/27/2021, 11:58:09 PM
1638069211000,0.03134975605497036,23213,0xbcffd59390635d978c5e4b1b5f64ff659bd30072,134.4933333439296,11/27/2021, 10:13:31 PM
1638024061000,0.015583921415556864,11606.67144,0x9f19a66307a2ffc00d03548f2a75903b1bebc2d5,63.646114015266406,11/27/2021, 9:41:01 AM
1638022979000,0.09347902067714643,69640.02864,0x87105810e27ea15d7a2755a03dc14bc522ce74ba,381.7765920016679,11/27/2021, 9:22:59 AM
1638021946000,0.000073804809637413,55,0x9a31e15130c0fddb86441fa4b3aeaab77c4c6e50,0.3014253732291403,11/27/2021, 9:05:46 AM
1638020359000,0.09340846226627758,69640.02864,0xc892eb27936e867a25f1bd7585156f69ea34adae,381.4884252082694,11/27/2021, 8:39:19 AM
1638015306000,0.061962934376141705,46426.68576,0xfac59b27182309f5d501fde1fecb54bd047c4acb,253.06210682553444,11/27/2021, 7:15:06 AM
1638010870000,0.046060329534718995,34820.01432,0xd8be19f1b4e9986cc8e94fb83d8377a050497d54,188.1144615001072,11/27/2021, 6:01:10 AM
1638008792000,0.015270312109488406,11606.67144,0xbf7a102232a04c36b1f9f44d4c48224103885cc5,62.36530585934511,11/27/2021, 5:26:32 AM
1638007815000,0.06093491605131049,46426.68576,0x97d8bb9f5e80220e9fe8e0a6afe843cf92036a53,248.86358902200683,11/27/2021, 5:10:15 AM
1638006918000,0.26361635611006734,201956.083056,0x0e230f42969699b50bdea441a7c842d65a805238,1076.6325246302506,11/27/2021, 4:55:18 AM
1638006912000,0.04545076784571244,34820.01432,0x447dc392472e6319aa14264a2af2cb6ab6ca42ee,185.62495762471414,11/27/2021, 4:55:12 AM
1638006163000,0.09068052914029455,69640.02864,0x4cc932419d107480c99d17a75e69d7d98118aa89,370.3473049386935,11/27/2021, 4:42:43 AM
1638005333000,0.09048965151914927,69640.02864,0x430077bfbd9f8d07c541e3a81a6831f3307dd0b5,369.56774384399705,11/27/2021, 4:28:53 AM
1638004463000,0.036082484235822325,27856.011456,0x00abf079aae67275b4d1e3ab39d66213474c1d4c,147.3640584028278,11/27/2021, 4:14:23 AM
1638003098000,0.0898358443420442,69640.02864,0x5471184c9bd6bf61b547a4c92fdd96dc0e7011d7,366.89753748011685,11/27/2021, 3:51:38 AM
1638003037000,0.029943712040701568,23213.34288,0xbdf115e1d046d7349a661eaa251d48608e3f939e,122.29276956442462,11/27/2021, 3:50:37 AM
1638001466000,0.08892103994503682,69640.02864,0x777c7306bb9ebf96f7050bdab8777a86302cfd48,363.161395375635,11/27/2021, 3:24:26 AM
1638000808000,0.014739699963152287,11606.67144,0xe2f4711f617714e18af6ed3d7ba58923bfe4b238,60.19823890212336,11/27/2021, 3:13:28 AM
1638000129000,0.1434278879528725,116066.7144,0x762750144c60639601871376647182274bb104b5,585.7721857160162,11/27/2021, 3:02:09 AM
1638000067000,0.02867930353140027,23213.34288,0xeea66126f323560b8dd278f3cfee85a278e1680c,117.1288133303712,11/27/2021, 3:01:07 AM
1637999700000,0.028532405482542895,23213.34288,0xf5d20ef7c20bfa4166226f802d230c7336349974,116.52886870046159,11/27/2021, 2:55:00 AM
1637998905000,0.275143227486267,232133.4288,0x2b7e1458ee2c2894b8af230662e75dad7ce18727,1123.709287293886,11/27/2021, 2:41:45 AM
1637998508000,0.011761578162099396,10000,0x4e82634d8d392303a612b3c276e8874cdcafad1e,48.03532594544314,11/27/2021, 2:35:08 AM
1637998159000,0.02722849986187847,23213.34288,0x262e64184e000ce64a3b756a98f28c96a1ef33dd,111.20360276867179,11/27/2021, 2:29:19 AM
1637997382000,0.01341588111383302,11606.67144,0x304f00d00efdfd17ef1028ab541ea514dbc63ee0,54.79164558247127,11/27/2021, 2:16:22 AM
1637996959000,0.026464080724963365,23213.34288,0x4ab70e6072bc043f86856efdc8f30b2bb65bb5dc,108.08164737335116,11/27/2021, 2:09:19 AM
1637995452000,0.014900140841381276,14002.864000000001,0x380349b535d2c3996c8f3a94d937813d6f8ff666,60.85349364553332,11/27/2021, 1:44:12 AM
1637995119000,0.2431173914080123,232133.4288,0x79ad707b43fcb774b6ad1628f00a80ecb71d9714,992.9129389218999,11/27/2021, 1:38:39 AM
1637994049000,0.22888340022193376,232133.4288,0x0d9ec0ad66d54c4245fc8c3dc5f5263904054589,934.7800594133388,11/27/2021, 1:20:49 AM
1637988786000,0.050215793359119326,69640.02864,0xe0f351fa3ffdadcf1839649214602cdd985888ce,205.08574345806667,11/26/2021, 11:53:06 PM
1637987599000,0.4306324042112673,615153.58632,0xcf07a6bd547937b8b7980dcf631eb317b13ee9e0,1758.7408436068033,11/26/2021, 11:33:19 PM
1637450823000,0.015471811821555648,25792.6032,0x181c421a039ee6481e472b01ed56d161e29fc97f,68.63593969409422,11/20/2021, 6:27:03 PM
1634933214000,0.15299909782409937,300000,0xd657860fc512ec2250a7385a353f599e3276fddb,610.5753320701499,10/22/2021, 4:06:54 PM
1634356153000,0.22839599268001537,450000,0xe1c16e2278b5ed608eed8ce226594f51b52cc485,880.3520023863144,10/15/2021, 11:49:13 PM
1632048611000,1.2534492676502231,2430000,0x2a5ba6819249aa93c0ad8711a9f8058360083fb7,4181.36246796657,9/19/2021, 6:50:11 AM
1631979879000,0.9273088145653625,1800000,0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,3178.4290983838823,9/18/2021, 11:44:39 AM
1631352938000,0.011918442493235853,18000,0x1ae6912e08bb3e105a4f0a60f666376d3c7af380,38.95071151830931,9/11/2021, 5:35:38 AM
1631224306000,0.1251535789963115,199999.99999999997,0x0447ad1bdc0ffa06f7029c8e63f4de21e65255d2,430.02518593081925,9/9/2021, 5:51:46 PM
1629901655000,0.12545802416728447,211770,0xf7253a0e87e39d2cd6365919d4a3d56d431d0041,405.41025974615656,8/25/2021, 10:27:35 AM
1629398689000,0.006790042691039323,19631.388,0x4aa3045f7b28163541b2e91d77e4a3ef006abca8,21.353451441339004,8/19/2021, 2:44:49 PM
1628971891000,0.3313720666847889,1122690.888,0xf9107317b0ff77ed5b7adea15e50514a3564002b,1083.105564481725,8/14/2021, 4:11:31 PM